,title,location,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,description_length,company_profile_length,requirements_length,benefits_length
17548,450,85,0,0,0,1,2,9,51,1,3176,527,1027,530
17549,532,85,0,1,0,1,0,4,39,31,2796,811,1173,542
17550,6759,85,0,0,0,1,2,2,0,31,2648,575,1338,297
17551,9923,85,0,0,0,1,3,3,88,12,2634,488,367,528
17552,4371,85,0,1,0,1,3,1,88,12,1322,514,367,568
17553,21,85,0,0,0,1,3,3,88,12,1771,553,1415,481
17554,68,85,0,0,0,1,0,4,118,1,2693,498,199,530
17555,5520,85,0,0,0,0,5,3,51,16,3172,389,713,665
17556,7325,85,0,0,0,2,2,4,88,12,1214,592,1604,1204
17557,2854,85,0,0,0,1,4,2,51,16,2284,438,1203,607
17558,504,27,0,0,0,1,6,9,23,0,1908,645,1795,573
17559,432,85,0,0,0,1,2,4,51,1,3242,680,1454,692
17560,6878,5,0,0,0,3,3,5,63,14,2542,707,1239,374
17561,9176,85,0,1,1,1,5,1,21,12,1302,71,167,554
17562,72,85,0,0,0,1,3,3,29,13,1402,475,1750,594
17563,7282,5,0,0,0,3,3,4,69,13,963,508,1603,688
17564,355,85,0,1,1,1,5,2,88,23,2917,846,1324,486
17565,10343,85,0,0,0,1,2,4,62,1,152,561,1696,213
17566,5512,85,0,0,0,0,2,4,107,18,2549,472,1841,0
17567,78,85,0,0,0,1,3,1,88,17,1701,459,455,586
17568,7105,27,0,0,0,1,6,9,23,0,509,731,1878,547
17569,3035,85,0,0,0,1,3,2,51,17,711,403,1055,611
17570,1569,85,0,1,1,1,5,1,75,12,1577,76,1656,802
17571,10632,85,0,0,0,1,2,4,75,22,105,620,1710,190
17572,2419,85,0,0,0,0,5,1,58,18,498,611,1350,632
17573,4130,85,0,0,0,0,4,2,88,17,2151,362,128,614
17574,1258,5,0,0,0,3,3,5,54,14,1407,642,1217,698
17575,6141,85,0,0,0,1,3,4,88,12,1507,780,1766,807
17576,9904,85,0,0,0,1,3,1,88,12,847,614,2013,923
17577,355,85,0,1,0,1,0,4,39,5,2796,811,1173,541
17578,6877,85,0,0,0,1,3,2,51,17,751,410,983,573
17579,8500,85,0,1,0,3,2,4,18,31,262,544,334,798
17580,8500,85,0,1,0,3,2,4,18,31,262,544,334,798
17581,532,85,0,1,0,1,0,4,39,31,2793,811,1173,527
17582,7026,5,0,0,0,3,4,5,39,16,1883,660,1525,612
17583,1261,85,0,0,0,1,2,4,0,18,3208,557,1717,178
17584,697,85,0,1,0,1,3,3,88,12,2631,575,2132,548
17585,4759,85,0,1,1,0,4,2,88,12,3264,537,1983,566
17586,3151,85,0,1,1,1,0,4,26,7,258,817,857,861
17587,355,85,0,1,0,1,0,4,39,5,2796,811,1338,486
17588,5752,85,0,0,0,1,3,5,88,12,1973,483,1194,438
17589,10275,85,0,1,0,1,2,5,75,16,509,888,118,377
17590,6693,85,0,0,0,1,3,2,51,16,2706,388,798,630
17591,7821,85,0,0,0,1,3,2,51,17,3168,389,1017,623
17592,6441,85,0,0,0,1,6,9,75,22,2823,574,748,218
17593,450,85,0,0,0,1,2,9,51,1,3176,691,1175,635
17594,1363,85,0,1,1,1,5,1,88,23,2922,44,1299,617
17595,7316,85,0,0,0,1,3,2,88,12,1075,542,2132,603
17596,4456,85,0,0,0,1,3,5,48,15,2811,803,542,818
17597,2445,85,0,1,1,1,5,5,88,23,411,770,1281,204
17598,450,85,0,0,0,1,2,9,51,1,951,515,1106,534
17599,432,85,0,0,0,1,2,4,51,1,3242,847,1625,760
17600,7001,85,0,0,0,2,2,5,71,18,2053,786,690,328
17601,9903,85,0,0,0,2,4,4,53,13,2494,757,1603,713
17602,440,85,1,0,0,1,2,8,55,1,2870,621,646,543
17603,7316,85,0,1,0,1,3,3,88,12,2631,542,2141,466
17604,382,85,0,0,0,1,2,5,54,16,2898,639,865,389
17605,11143,85,0,0,0,1,2,4,51,14,2514,546,1324,269
17606,1261,85,0,0,0,1,2,4,75,22,2556,650,1586,365
17607,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
17608,68,85,0,0,0,1,6,4,118,1,2693,460,305,499
17609,4456,85,0,0,0,1,3,5,48,15,2811,809,542,818
17610,2121,85,0,0,1,0,2,3,67,10,616,437,497,256
17611,1569,85,0,1,1,1,5,4,88,23,3240,52,1393,1043
17612,450,85,0,0,0,3,2,4,0,6,3174,653,1701,230
17613,1042,85,0,0,0,1,4,2,51,16,1265,439,1190,614
17614,3364,55,0,1,0,1,3,2,52,12,1433,503,1885,376
17615,72,85,0,0,0,1,3,2,58,17,936,518,1527,587
17616,8871,85,0,1,1,1,5,1,21,12,2333,55,156,995
17617,2456,85,0,0,0,2,3,6,56,1,1973,871,776,721
17618,450,85,0,0,0,1,2,6,51,1,3176,655,1135,621
17619,7918,85,0,1,1,1,5,1,88,23,3053,76,1333,957
17620,532,85,0,1,0,1,0,4,39,31,2796,811,1173,542
17621,7877,85,0,0,0,1,2,4,0,1,847,559,1914,1061
17622,7024,85,0,0,0,1,2,4,0,15,2551,648,1211,327
17623,10444,85,0,0,1,2,3,6,48,21,2252,854,1090,626
17624,432,85,0,0,0,1,2,4,51,1,3242,776,1353,568
17625,451,85,0,1,1,1,5,1,88,23,2440,76,1168,1174
17626,4768,85,0,0,1,0,5,1,58,18,498,538,1657,756
17627,564,85,0,0,0,1,2,3,49,31,3264,532,1346,369
17628,10275,85,0,1,0,1,5,4,47,1,3002,802,116,634
17629,2121,85,0,0,1,0,2,3,67,10,616,437,497,256
17630,9904,85,0,0,0,1,3,1,88,12,847,730,2050,1195
17631,1363,85,0,1,1,1,5,1,88,14,2922,105,1162,574
17632,8272,85,0,1,1,1,5,1,75,18,2450,76,1542,444
17633,4379,85,0,1,1,1,5,4,88,7,135,626,1470,33
17634,9904,85,0,0,0,1,3,1,88,12,847,540,2145,892
17635,10632,85,0,0,0,1,2,4,75,22,2556,623,1702,205
17636,7873,85,1,0,0,1,2,8,51,1,2870,587,646,641
17637,68,85,0,0,0,1,2,1,119,1,2693,393,99,545
17638,454,85,0,1,1,1,5,1,22,12,1507,530,1650,1045
17639,432,85,0,0,0,1,2,4,51,1,3242,712,1478,666
17640,3259,85,1,0,0,1,2,8,55,1,2870,632,646,571
17641,5752,85,0,0,0,1,3,4,88,26,2749,532,1066,442
17642,3364,85,0,0,0,0,3,2,52,1,1336,476,1861,299
17643,2,85,0,0,0,1,5,5,51,7,288,544,1824,584
17644,4715,5,0,0,0,3,4,4,51,18,2084,658,1429,702
17645,10223,85,0,1,1,1,5,1,88,12,1814,73,174,652
17646,10534,85,0,1,1,1,2,4,69,10,2694,430,734,394
17647,7026,5,0,0,0,3,4,5,39,16,2040,601,1533,648
17648,3636,85,0,1,0,1,6,4,57,31,23,862,1389,712
17649,450,85,0,0,0,1,2,1,51,1,3176,608,1107,645
17650,2432,85,0,0,0,3,2,5,44,4,3166,610,891,464
17651,7348,85,0,1,1,1,5,1,88,23,288,807,1283,523
17652,432,85,0,0,0,1,2,6,88,1,3242,715,1205,677
17653,6759,85,0,0,0,1,2,2,49,31,2233,521,1174,165
17654,8871,85,0,1,1,1,5,1,21,12,2333,53,98,749
17655,432,85,0,0,0,1,2,4,51,1,3242,671,1455,700
17656,66,85,0,1,0,1,3,3,88,12,2631,567,2155,466
17657,7105,85,0,1,0,1,2,4,0,13,1189,514,656,588
17658,475,85,0,0,0,3,2,4,67,15,3037,590,1243,412
17659,7107,85,0,0,0,1,2,2,49,14,2811,491,580,943
17660,6759,85,0,0,0,1,2,3,49,31,2922,422,1320,402
17661,4243,85,0,0,0,1,2,4,88,12,2748,780,1586,508
17662,6441,85,0,0,0,1,6,9,75,22,2823,573,748,218
17663,6029,85,0,0,0,1,3,4,75,12,3186,594,1586,531
17664,7107,85,0,0,0,1,2,2,49,14,2811,590,611,788
17665,5512,85,0,0,0,0,2,4,107,18,2549,472,1841,0
17666,10603,85,0,1,1,1,5,1,88,26,2777,857,1711,661
17667,7506,85,0,0,0,1,2,2,51,19,2774,535,1439,636
17668,7499,85,0,0,0,1,3,3,88,12,1782,480,772,518
17669,6586,85,0,0,0,1,2,4,0,1,3292,439,1849,397
17670,7025,5,0,0,0,3,3,5,54,14,2551,612,1218,598
17671,7107,85,0,0,0,1,2,2,49,14,2811,540,542,820
17672,2429,85,0,0,0,1,2,9,0,1,2485,510,1304,594
17673,9904,85,0,0,0,1,3,1,88,12,847,545,2128,882
17674,1365,85,0,1,1,1,0,4,26,7,3254,873,1887,303
17675,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
17676,7250,85,0,1,1,1,5,1,88,23,948,81,1355,936
17677,5658,85,0,0,0,1,3,2,51,17,920,394,801,615
17678,8026,85,0,1,1,1,5,1,75,18,1608,856,1792,426
17679,5562,85,0,1,0,1,3,3,88,12,1435,529,2102,449
17680,1363,85,0,0,0,1,2,4,119,7,2792,536,1021,252
17681,68,85,0,0,0,1,6,4,118,1,2693,695,159,553
17682,7282,5,0,0,0,3,3,4,0,13,2648,490,1714,570
17683,2258,85,1,1,0,1,2,4,107,7,2485,771,1823,617
17684,7873,85,1,0,0,1,2,8,50,1,2870,608,646,666
17685,3511,85,0,0,0,1,3,2,88,19,1809,510,1422,538
17686,709,85,0,0,0,3,2,5,59,1,3157,631,1479,84
17687,1363,85,0,1,1,1,5,3,88,12,2922,75,1136,617
17688,2258,85,0,1,1,1,0,4,26,7,3176,892,1657,506
17689,9904,85,0,0,0,1,3,1,88,12,847,570,2042,925
17690,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
17691,470,85,0,0,0,1,6,4,20,1,2331,459,1252,823
17692,7631,85,0,0,0,1,3,1,51,17,1919,431,414,621
17693,7617,85,0,0,0,1,2,2,88,12,2706,276,16,537
17694,432,85,0,0,0,1,2,4,51,1,3242,648,1455,686
17695,4456,85,0,0,0,1,3,5,48,15,2811,809,542,818
17696,11050,85,0,0,0,1,3,3,88,12,1321,644,1784,663
17697,451,85,0,0,0,1,2,6,51,1,3242,667,1221,751
17698,6759,85,0,0,0,1,2,3,49,31,2789,556,1320,324
17699,4433,5,0,0,0,3,3,4,63,15,2558,609,1230,500
17700,5512,85,0,0,0,0,2,4,107,18,2549,472,1841,0
17701,7888,85,0,0,0,1,2,4,0,1,2485,554,1319,597
17702,362,85,0,0,0,1,6,9,39,0,1540,633,2119,594
17703,7749,85,0,0,0,2,3,6,88,12,1308,819,879,662
17704,6583,85,0,0,0,1,2,4,28,1,2428,170,1352,289
17705,1481,5,0,0,0,3,3,4,54,15,2519,635,1235,504
17706,3364,55,0,1,0,1,3,2,52,12,1336,507,1879,564
17707,11050,85,0,0,0,1,2,4,88,14,1234,618,1775,390
17708,450,85,0,0,0,1,2,3,88,1,1234,652,1726,612
17709,450,85,0,0,0,1,2,9,51,1,3176,685,1178,608
17710,450,85,0,0,0,1,2,9,51,1,3176,704,1181,614
17711,3192,85,0,0,0,1,2,5,59,1,3174,661,1549,137
17712,9904,85,0,0,0,1,3,1,88,12,1474,546,2119,919
17713,5658,85,0,0,0,1,3,2,51,17,845,400,777,611
17714,450,85,0,0,0,1,2,7,51,1,3176,680,1168,651
17715,6,85,0,0,0,1,3,3,68,19,1809,483,1414,559
17716,4457,85,0,0,0,1,3,2,52,16,2411,588,2198,832
17717,9058,85,0,1,1,1,5,1,75,18,3199,876,1771,368
17718,3364,55,0,0,0,0,3,2,52,13,1336,492,1821,427
17719,310,5,0,0,0,3,4,4,30,13,2074,667,1573,692
17720,2384,85,0,0,0,1,3,3,88,12,1835,615,1901,741
17721,2121,85,0,0,1,1,2,3,67,10,616,481,497,256
17722,481,85,0,0,0,3,2,4,0,0,2648,692,1541,654
17723,4456,85,0,0,0,1,3,5,48,15,2811,807,542,818
17724,2290,85,0,0,1,1,2,4,104,27,1247,480,1701,194
17725,454,85,0,1,1,1,5,1,58,18,2685,513,1744,670
17726,3035,85,0,0,0,1,3,2,51,17,711,384,1025,588
17727,7876,85,0,1,1,1,2,4,112,1,2955,551,1664,284
17728,2257,85,0,0,0,1,2,9,0,0,542,491,1822,707
17729,362,85,0,1,1,1,5,1,75,12,3277,893,1696,388
17730,4243,85,0,0,0,1,3,3,88,1,2788,730,1676,510
17731,4456,85,0,0,0,1,3,5,48,15,2811,788,542,818
17732,6879,5,0,0,0,3,3,5,59,19,1407,745,1204,416
17733,40,85,0,0,0,1,2,4,88,14,1234,571,1741,454
17734,7,85,0,0,0,1,3,3,88,12,1771,562,1489,471
17735,2434,85,0,0,0,1,2,4,28,1,105,132,1453,385
17736,2114,85,0,0,0,1,2,4,51,14,3077,537,1725,426
17737,4456,85,0,0,0,1,3,5,48,15,2811,804,542,818
17738,6441,85,0,0,0,1,6,9,75,22,2823,558,676,168
17739,5658,85,0,0,0,1,3,2,51,17,845,443,781,657
17740,1345,85,0,1,1,1,2,4,119,7,813,880,1890,333
17741,7001,85,0,0,0,2,2,6,56,18,1973,815,778,459
17742,6627,85,0,0,0,1,3,3,88,12,1122,524,1806,541
17743,532,85,0,1,0,1,0,4,39,31,2796,811,1173,542
17744,709,85,0,0,0,2,2,4,88,12,1214,555,1640,1131
17745,2258,85,1,1,0,1,2,4,107,7,2485,771,2012,600
17746,10275,85,0,1,1,1,1,5,75,12,2587,878,62,219
17747,7351,85,0,1,1,1,5,1,88,18,456,890,1714,556
17748,7631,85,0,1,0,1,3,5,88,12,1919,557,348,651
17749,1345,85,0,1,1,1,2,4,26,7,1447,1010,857,967
17750,2254,85,0,0,0,1,2,4,39,1,3090,293,1359,370
17751,3446,85,0,0,0,1,2,3,0,1,2246,552,1379,314
17752,3900,85,1,0,0,1,2,8,51,1,2870,577,646,630
17753,68,85,0,0,0,1,6,4,118,1,2693,523,164,535
17754,2875,85,0,0,0,1,2,1,88,1,804,368,2184,965
17755,9926,85,0,1,1,1,3,3,88,12,416,552,2197,451
17756,4442,85,0,0,0,1,5,1,58,18,2928,491,1294,581
17757,7250,85,0,1,1,1,5,1,88,23,1577,44,1312,1086
17758,7107,85,0,0,0,1,2,2,49,14,2811,540,542,820
17759,1042,85,0,0,1,1,3,2,84,15,2649,443,1033,606
17760,2121,85,0,0,1,0,2,3,67,10,616,437,497,256
17761,7918,85,0,1,1,1,5,1,88,23,2440,114,1169,1152
17762,8056,85,0,1,0,1,3,5,56,18,2542,880,92,487
17763,6522,85,0,0,0,1,3,2,51,16,649,389,787,645
17764,7890,85,0,1,1,1,2,4,88,1,1491,910,1421,1008
17765,7979,85,0,0,0,1,3,2,51,18,3090,385,1044,619
17766,6693,85,0,0,0,1,3,2,51,16,3157,386,757,664
17767,7881,85,0,1,0,1,2,3,51,1,1847,619,1397,802
17768,68,85,0,0,0,1,6,4,118,1,2693,817,159,553
17769,7631,85,0,1,0,1,4,5,88,12,1919,567,547,588
17770,6441,85,0,0,0,1,6,9,75,22,2823,568,748,218
17771,6877,85,0,0,0,1,3,2,51,18,696,433,992,544
17772,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
17773,1481,5,0,0,0,3,3,5,54,14,2546,645,1197,694
17774,6441,85,0,0,0,1,6,9,75,22,2823,578,748,218
17775,9923,85,0,0,0,1,3,3,88,12,2634,465,397,533
17776,9459,85,0,0,1,1,5,4,59,7,3268,732,1539,1184
17777,4781,85,0,0,0,1,3,2,51,17,751,388,1049,610
17778,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
17779,7877,85,0,0,0,1,2,9,0,1,804,539,2026,1129
17780,6760,85,0,0,0,1,2,2,49,31,3240,572,1276,245
17781,9904,85,0,0,0,1,2,4,0,1,804,601,1881,888
17782,1954,85,0,0,0,1,5,1,58,18,2854,514,1284,593
17783,355,85,0,1,0,1,1,2,39,7,2917,807,1361,571
17784,1954,85,0,0,0,1,5,1,88,12,1717,567,1329,609
17785,10632,85,0,1,1,1,2,4,122,1,2955,551,1648,313
17786,8871,85,0,1,1,1,5,1,21,12,2333,168,187,1056
17787,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
17788,6760,85,0,0,0,1,2,3,49,31,3240,568,1320,313
17789,7107,85,0,0,0,1,2,2,49,14,2811,575,591,797
17790,3151,85,0,1,1,1,2,4,26,7,245,937,857,882
17791,7229,85,0,0,0,1,3,3,88,12,1339,513,2172,654
17792,435,85,0,0,1,1,2,4,46,1,439,558,1641,1139
17793,2854,85,0,0,0,1,3,2,51,16,3090,463,1243,636
17794,1954,85,0,0,0,1,5,1,58,18,2928,463,1285,571
17795,219,85,0,0,0,1,3,2,0,13,1782,517,1551,612
17796,6626,85,0,0,0,1,3,3,88,12,2058,540,900,465
17797,3102,85,0,0,0,1,3,5,88,12,1311,485,1191,503
17798,3035,85,0,0,0,1,3,2,51,13,711,432,957,549
17799,10590,5,0,0,0,3,4,5,43,16,2074,497,1551,698
17800,8909,85,0,0,0,1,3,3,88,12,997,567,1077,465
17801,450,85,0,0,0,1,2,9,51,1,3176,614,1043,582
17802,2427,85,0,0,0,1,2,4,119,1,2884,405,308,428
17803,4371,85,0,0,0,1,3,1,88,17,1322,444,556,630
17804,2427,85,0,0,0,0,3,4,16,1,2494,512,1409,1143
17805,1480,85,0,0,0,1,3,4,22,15,2567,653,1209,726
17806,5512,85,0,0,0,0,2,4,107,18,2549,472,1841,0
17807,450,85,0,0,0,1,2,9,51,1,3176,704,1181,614
17808,450,85,0,0,0,1,2,9,51,1,3176,691,1177,620
17809,7107,85,0,0,0,1,2,2,49,14,2811,581,600,793
17810,6879,5,0,0,0,3,3,5,63,20,1407,734,1235,303
17811,4379,85,0,1,1,1,5,1,88,23,2440,172,1199,1064
17812,1142,85,0,1,0,1,2,4,26,7,864,553,1268,541
17813,4456,85,0,0,0,1,3,5,48,15,2811,809,542,818
17814,10223,85,0,1,1,1,5,1,88,12,3140,59,126,681
17815,2419,85,0,0,0,1,5,1,58,18,1563,570,1263,674
17816,1984,85,0,1,0,1,5,1,6,1,565,577,1747,573
17817,7212,85,0,0,0,1,2,2,88,12,1427,528,21,726
17818,355,85,0,1,0,1,0,4,39,5,2796,811,1173,541
17819,5865,85,0,0,0,1,3,3,88,12,905,496,1878,467
17820,1328,85,0,0,0,3,6,4,75,1,2512,499,1477,456
17821,68,85,0,0,0,1,2,1,118,1,2693,536,43,374
17822,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
17823,532,85,0,1,0,1,0,4,39,31,2796,811,1173,542
17824,7400,85,0,1,1,1,5,1,21,12,416,73,2024,295
17825,3364,85,0,1,0,1,3,2,52,12,152,503,1878,576
17826,5512,85,0,0,0,0,2,4,107,18,2549,472,1841,0
17827,1363,85,0,0,0,1,2,4,119,7,2792,509,1066,436
17828,564,85,0,0,0,1,2,2,51,19,2096,541,1372,518
17829,1365,85,0,1,1,1,0,4,26,7,813,888,1847,349
17830,11040,5,0,0,0,3,4,5,43,16,2040,674,1508,581
17831,8514,85,0,1,1,1,2,2,22,18,456,811,2089,580
17832,6572,85,0,0,0,3,2,4,0,6,3208,652,1702,229
17833,9903,85,0,0,0,2,4,4,56,13,2074,703,1695,622
17834,11213,85,0,0,1,2,3,6,65,15,70,857,1091,630
17835,5653,85,0,1,1,1,6,4,26,31,1036,905,1435,1033
17836,355,85,0,1,0,1,0,4,39,5,2796,811,1173,541
17837,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
17838,11143,85,0,0,0,1,2,8,0,1,3157,559,1438,146
17839,2254,85,0,1,0,1,2,1,27,1,2609,116,1466,392
17840,2258,85,1,1,0,1,2,4,107,7,2485,771,1823,617
17841,2803,85,0,1,1,1,5,1,88,12,1814,51,99,696
17842,4759,85,0,1,1,0,4,2,88,12,3264,563,1981,665
17843,6441,85,0,0,0,1,6,4,0,1,2823,497,912,1085
17844,532,85,0,1,0,1,0,4,39,31,2796,855,1282,637
17845,4243,85,0,1,0,1,3,3,88,12,2748,564,1557,468
17846,7784,85,0,0,1,1,3,4,51,20,213,378,987,598
17847,7400,85,0,1,1,1,5,1,75,12,2964,76,2093,266
17848,68,85,0,0,0,1,2,4,118,1,2693,407,92,492
17849,7876,85,0,0,0,1,2,4,0,1,2074,402,1554,97
17850,11213,85,0,0,1,2,3,6,48,20,3099,806,968,573
17851,7107,85,0,0,0,1,2,2,49,14,2811,474,594,988
17852,9058,85,0,1,1,1,5,1,75,12,3256,893,1894,321
17853,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
17854,6441,85,0,0,0,1,6,9,75,22,2823,528,748,1127
17855,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
17856,2290,85,0,0,1,1,2,4,0,1,1247,422,1717,122
17857,436,85,0,0,0,1,2,4,51,1,3242,711,1456,711
17858,6184,85,0,0,0,1,3,2,51,16,507,442,1202,648
17859,2859,85,0,1,1,1,5,1,75,18,956,44,1371,599
17860,6759,85,0,0,0,1,2,2,49,31,2648,591,1320,310
17861,355,85,0,1,0,1,0,4,39,5,2796,811,1295,500
17862,1363,85,0,0,0,1,2,4,119,7,2514,575,1034,302
17863,6758,85,0,0,0,2,2,5,49,31,2233,644,1191,429
17864,697,85,0,1,0,1,3,1,88,12,1113,567,1899,587
17865,10754,85,1,0,0,1,2,8,51,1,2870,586,646,640
17866,3364,55,0,0,0,0,3,2,52,12,1336,498,1867,373
17867,7105,85,0,0,0,1,2,9,0,1,288,623,1818,594
17868,1340,85,0,1,1,1,3,4,26,7,1438,912,861,805
17869,2121,85,0,0,1,0,2,3,67,10,616,437,497,256
17870,450,85,0,0,0,1,2,9,51,1,3176,554,1178,522
17871,11143,85,0,0,0,1,2,3,0,1,2246,456,1437,449
17872,2803,85,0,1,1,1,5,1,21,12,3140,50,115,637
17873,7499,85,0,0,0,1,2,3,88,12,1782,614,865,434
17874,6759,85,0,0,0,1,2,3,49,31,2648,543,1320,329
17875,2427,85,0,0,0,0,6,4,51,13,2382,377,1423,1032
17876,7105,85,0,1,0,1,2,4,0,13,1189,514,656,588
17877,10275,85,0,1,0,1,5,4,55,18,3002,805,119,595
17878,2268,85,0,1,0,1,1,4,39,7,2793,874,1355,463
17879,3058,85,0,0,0,2,3,6,88,12,3099,849,1062,650
17880,5136,85,0,0,1,1,2,4,88,9,3065,625,55,1215
17881,355,85,0,1,0,1,0,4,39,5,2796,811,1173,541
17882,1605,85,0,0,0,0,6,4,16,13,3021,457,1263,934
17883,6441,85,0,0,0,1,6,9,75,22,2823,564,727,203
17884,1363,85,0,0,0,1,2,4,119,7,2792,523,953,231
17885,7631,85,0,0,0,1,3,5,88,12,2008,438,518,627
17886,10599,5,0,0,0,3,3,5,68,19,68,776,1191,226
17887,4456,85,0,0,0,1,3,5,48,15,2811,801,542,818
17888,1591,85,0,1,1,1,5,1,21,12,2887,146,1068,234
17889,5653,85,0,1,0,1,6,4,59,7,1788,803,1406,668
17890,2440,85,1,0,0,1,2,8,55,1,2870,613,646,536
17891,9570,85,0,1,1,1,5,1,75,12,3277,893,1623,469
17892,7,85,0,0,0,1,3,3,88,12,1311,473,1165,511
17893,6153,85,0,0,0,1,3,2,51,17,364,388,820,619
17894,10525,5,0,0,1,1,4,5,48,15,2539,629,1244,702
17895,450,85,0,0,0,1,2,9,0,1,2848,435,1202,344
17896,6877,85,0,0,0,1,3,2,51,17,380,475,951,751
17897,6441,85,0,0,0,1,6,9,75,2,2823,590,889,1091
17898,7873,85,1,0,0,1,2,8,50,1,2870,590,646,647
17899,9904,85,0,0,0,1,3,1,88,12,1474,632,2039,910
17900,7582,85,0,1,1,1,5,1,21,12,656,62,109,691
17901,2258,85,1,1,0,1,2,4,107,7,2485,771,2094,593
17902,9924,85,0,0,0,1,3,3,88,12,1113,526,1776,483
17903,6441,85,0,0,0,1,6,9,75,22,2823,573,748,218
17904,5937,85,0,0,0,1,3,1,51,17,225,410,542,621
17905,3259,85,1,0,0,1,2,8,55,1,2870,620,646,505
17906,8909,85,0,0,0,1,3,5,88,12,1994,500,1139,476
17907,5930,85,0,0,0,2,3,5,48,15,3099,851,1042,687
17908,6994,85,0,0,0,1,2,4,0,15,2514,615,1182,368
17909,10275,85,0,1,0,1,3,2,32,23,3002,847,170,645
17910,7631,85,0,1,0,1,3,5,88,12,1919,529,540,600
17911,1569,85,0,1,1,1,2,4,75,15,3277,83,1382,935
17912,5136,85,0,0,1,1,5,4,32,23,3065,669,97,1091
17913,3364,55,0,0,0,0,3,2,52,12,1336,489,1832,420
17914,68,85,0,0,0,1,6,3,88,1,2693,512,58,604
17915,2442,85,0,0,0,2,2,5,63,3,2558,738,1267,245
17916,10275,85,0,1,0,1,5,4,55,16,736,846,102,532
17917,7024,5,0,0,0,3,3,4,54,15,2084,609,1230,540
17918,3452,85,0,0,0,1,5,1,58,18,2854,446,1275,559
17919,1008,85,0,1,1,1,1,5,75,12,3207,76,339,105
17920,4449,85,0,0,0,1,5,1,58,18,1619,568,1284,591
17921,66,85,0,0,0,1,3,3,88,1,1435,490,2207,606
17922,2121,85,0,0,1,0,2,3,67,10,616,437,497,256
17923,6441,85,0,0,0,1,6,9,75,2,2823,601,748,1127
17924,7499,85,0,0,0,1,3,3,88,12,1782,500,892,466
17925,7828,85,0,0,0,1,3,2,51,17,696,450,982,611
17926,1363,85,0,0,0,1,2,4,119,7,2753,558,979,278
17927,2803,85,0,1,1,1,5,1,21,12,1814,76,166,517
17928,2267,85,0,1,0,1,1,2,39,7,2793,808,1285,542
17929,4457,85,0,0,0,1,3,2,52,16,2411,588,2198,832
17930,5136,85,0,0,1,1,2,5,88,23,3065,600,79,1110
17931,10275,85,0,1,0,1,2,5,54,16,2587,893,137,321
17932,2257,85,0,0,0,1,2,5,0,3,542,565,1667,723
17933,401,85,0,0,0,1,3,2,0,1,1595,512,1632,600
17934,3102,85,0,1,0,1,3,3,88,12,1308,567,1109,465
17935,532,85,0,1,0,1,0,4,39,31,2796,811,1173,542
17936,11143,85,0,0,0,1,2,3,49,31,2848,587,1364,272
17937,8500,85,0,1,0,3,2,4,18,31,262,595,285,896
17938,7107,85,0,0,0,1,2,2,49,14,2811,540,542,820
17939,2121,85,0,0,1,0,2,3,67,10,616,437,497,256
17940,4433,5,0,0,0,3,3,4,63,15,2578,630,1235,409
17941,8514,85,0,1,1,1,2,1,58,14,2525,852,1912,561
17942,7499,85,0,1,0,1,3,3,88,12,2412,567,1062,465
17943,10274,85,0,0,1,1,2,4,29,9,1427,630,98,1077
17944,7617,85,0,1,1,1,2,5,75,12,2151,103,140,569
17945,7,85,0,0,0,1,2,3,0,1,2002,458,1228,255
17946,6441,85,0,0,0,1,6,9,75,22,2823,507,724,1117
17947,10275,85,0,1,1,1,1,5,75,16,3279,874,47,197
17948,7824,85,0,0,0,1,3,2,51,17,920,382,771,633
17949,1363,85,0,0,0,1,2,3,49,31,2922,247,1165,468
17950,1365,85,0,1,1,1,0,4,26,7,926,874,1884,305
17951,21,85,0,1,0,1,3,3,88,12,1321,567,1603,464
17952,2427,85,0,0,1,1,3,4,50,18,3213,348,1508,1072
17953,375,85,0,0,0,1,2,4,0,1,2908,362,1566,352
17954,10592,5,0,0,0,3,3,4,54,15,2519,625,1234,461
17955,451,85,0,0,0,1,5,1,88,12,1619,567,1332,596
17956,2121,85,0,0,1,1,2,3,67,10,616,507,497,256
17957,2384,85,0,0,0,1,3,3,88,12,2259,510,1919,550
17958,6759,85,0,0,0,1,2,2,0,1,2848,539,1384,340
17959,4457,85,0,0,0,1,3,2,52,16,2411,588,2198,832
17960,2121,85,0,0,1,0,2,3,67,10,616,437,497,256
17961,2258,85,1,1,0,1,2,4,107,7,2485,771,1936,607
17962,4761,85,0,1,1,1,5,1,58,1,1044,44,1311,1086
17963,7212,85,0,0,1,1,2,4,29,9,2569,599,167,1132
17964,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
